Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],Beta0_1,Beta1,Beta2_1,Beta3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],Beta0_2,Beta1_2,Beta2_2,Beta3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
0,0,42464.0099999575,0,-3.06378606902967,3.06378606902967e-06,0,0.707106781186548,0,0,0.707106781186547,0,0,7.2150199440188e-05,0,42463.9999999575,0,-3.06378606902967,3.06378606902967e-06,0,0.707106781186548,0,0,0.707106781186547,0,0,0.00107215019944019
10,-30.6378754538983,42463.9989778376,1.48743176136837e-09,-3.06378750652133,-0.00220747505817219,4.88212059607792e-10,0.703306021270366,-1.03448615081575e-05,-1.21546985998543e-05,0.710887220443647,-6.36464423101719e-06,-5.06571146496686e-07,7.21458196839037e-05,-30.6378580320694,42463.9889778754,0,-3.06378527157372,-0.002207463779786,0,0.703306021270366,-1.03448615081575e-05,-1.21546985998543e-05,0.710887220443647,-6.36464423101719e-06,-5.06571146496686e-07,0.0010721458196839
20,-61.2757576113185,42463.9658502647,1.33354070991534e-08,-3.06378711698128,-0.00441803858486382,2.03267849006888e-09,0.699485077269581,-4.11690224959283e-05,-4.88049100724035e-05,0.714647201492009,-1.27276781235094e-05,-1.05858119543561e-06,7.21342812095441e-05,-61.2757001151416,42463.9558506079,0,-3.06378287922424,-0.00441799019172787,0,0.699485077269581,-4.11690224959283e-05,-4.88049100724035e-05,0.714647201492009,-1.27276781235094e-05,-1.05858119543561e-06,0.00107213428120954
30,-91.913625187412,42463.9106169287,4.46704855529193e-08,-3.06378461557258,-0.00662861905840994,4.33875955284996e-09,0.695644082012445,-9.21539684255021e-05,-0.000110226602027096,0.718386588487567,-1.90888396633306e-05,-1.65602448046024e-06,7.21155366125666e-05,-91.9135103002264,42463.9006180854,0,-3.06377889197621,-0.00662851429903332,0,0.695644082012445,-9.21539684255021e-05,-0.000110226602027096,0.718386588487567,-1.90888396633306e-05,-1.65602448046024e-06,0.00107211553661257
40,-122.551457757344,42463.8332776828,1.01830187638261e-07,-3.06378013493888,-0.00883921004932421,7.16279142833336e-09,0.691783167484046,-0.000162977378311061,-0.000196691409755116,0.722105244363039,-2.5447866348366e-05,-2.29889130012473e-06,7.20895350942527e-05,-122.551272638348,42463.8232803365,0,-3.06377330983171,-0.00883903495098072,0,0.691783167484046,-0.000162977378311061,-0.000196691409755116,0.722105244363039,-2.5447866348366e-05,-2.29889130012473e-06,0.00107208953509425
50,-153.18923604709,42463.7338324412,1.89044719473665e-07,-3.06377377392624,-0.0110498065632697,1.03238850898172e-08,0.687902464849945,-0.000253313181803342,-0.000308466583053871,0.725803030810818,-3.18044952370542e-05,-2.98716790373413e-06,7.20562224704404e-05,-153.188971180555,42463.7238374029,0,-3.06376613279374,-0.0110495509968503,0,0.687902464849945,-0.000253313181803342,-0.000308466583053871,0.725803030810818,-3.18044952370542e-05,-2.98716790373413e-06,0.00107205622247044
60,-183.82694163718,42463.6122811638,3.089800427757e-07,-3.06376560588075,-0.0132604046515945,1.36877678266785e-08,0.684002104480389,-0.000362831615553889,-0.000445814931950133,0.729479808266592,-3.81584629973912e-05,-3.72083647418427e-06,7.20155411819005e-05,-183.826589977932,42463.6022893371,0,-3.06375736086609,-0.0132600612859246,0,0.684002104480389,-0.000362831615553889,-0.000445814931950133,0.729479808266592,-3.81584629973912e-05,-3.72083647418427e-06,0.0010720155411819
70,-214.464556742247,42463.4686238469,4.63140955857711e-07,-3.06375568522728,-0.0154710011266073,1.7154763086834e-08,0.680082215975058,-0.000491199280244297,-0.000608994772963516,0.733135435893729,-4.45095059563203e-05,-4.49987511086274e-06,7.19674303058843e-05,-214.464113081603,42463.4586362022,0,-3.06374699405333,-0.0154705646674892,0,0.680082215975058,-0.000491199280244297,-0.000608994772963516,0.733135435893729,-4.45095059563203e-05,-4.49987511086274e-06,0.00107196743030588
80,-245.102064047444,42463.3028605167,6.52170248598478e-07,-3.06374405235146,-0.0176815933541683,2.06508717589702e-08,0.676142928188357,-0.000638079198274842,-0.000798259875922617,0.73676977156842,-5.08573601495023e-05,-5.32425781262339e-06,7.19118255688419e-05,-245.101524542744,42463.292878073,0,-3.06373503236084,-0.0176810599908331,0,0.676142928188357,-0.000638079198274842,-0.000798259875922617,0.73676977156842,-5.08573601495023e-05,-5.32425781262339e-06,0.00107191182556884
90,-275.739446587082,42463.1149912247,8.76070745000799e-07,-3.06373073722209,-0.0198921791026578,2.41211547183287e-08,0.672184369255236,-0.000803130872106798,-0.00101385941134617,0.740382671865594,-5.72017613714635e-05,-6.19395446084704e-06,7.18486593603131e-05,-275.738808412588,42463.1050150355,0,-3.06372147579486,-0.0198915461052498,0,0.672184369255236,-0.000803130872106798,-0.00101385941134617,0.740382671865594,-5.72017613714635e-05,-6.19395446084704e-06,0.00107184865936031
100,-306.376687654575,42462.9050160437,1.13437013346161e-06,-3.06371576207895,-0.0221027564330344,2.75248227341996e-08,0.668206666617519,-0.000986010343252509,-0.00125603789840169,0.743973992045626,-6.35424452261166e-05,-7.10893080260148e-06,7.17778607479926e-05,-306.375948742435,42462.8950471877,0,-3.06370632436245,-0.0221020218600372,0,0.668206666617519,-0.000986010343252509,-0.00125603789840169,0.743973992045626,-6.35424452261166e-05,-7.10893080260148e-06,0.00107177786074799
110,-337.013770735621,42462.6729350655,1.42624334559939e-06,-3.06369914342721,-0.0243133236188346,3.0831593211905e-08,0.664209947050737,-0.00118637025190715,-0.00152503515345411,0.747543586041819,-6.98791471776501e-05,-8.06914843391438e-06,7.16993554939679e-05,-337.012929583658,42462.662974639,0,-3.0636895780715,-0.0243124861044991,0,0.664209947050737,-0.00118637025190715,-0.00152503515345411,0.747543586041819,-6.98791471776501e-05,-8.06914843391437e-06,0.00107169935549397
120,-367.650679458623,42462.418748398,1.75060343394352e-06,-3.06368089351717,-0.026523879087984,3.40189869631822e-08,0.660194336691451,-0.00140385989721605,-0.00182108623921711,0.751091306448713,-7.62116026017813e-05,-9.07456478317291e-06,7.16130660721314e-05,-367.649734987712,42462.4087975095,0,-3.06367123693069,-0.0265229376879446,0,0.660194336691451,-0.00140385989721605,-0.00182108623921711,0.751091306448713,-7.62116026017813e-05,-9.07456478317291e-06,0.00107161306607213
130,-398.287397557917,42462.1424561652,2.10616907930021e-06,-3.06366102144238,-0.0287344213804893,3.70703223432378e-08,0.656159961065044,-0.0016381252981711,-0.00214442141451972,0.754617004511178,-8.25395468373683e-05,-1.01251330946644e-05,7.15189116867643e-05,-398.286349006144,42462.1325159318,0,-3.06365130094959,-0.02873337545969,0,0.656159961065044,-0.0016381252981711,-0.00214442141451972,0.754617004511178,-8.25395468373683e-05,-1.01251330946644e-05,0.00107151891168676
140,-428.92390884648,42461.8440585057,2.4915147553378e-06,-3.06363953395434,-0.0309449491176909,3.99732268624235e-08,0.652106945113989,-0.00188880925512978,-0.00249526608470109,0.758120530114352,-8.88627152383742e-05,-1.12208024122729e-05,7.14168082922927e-05,-428.922755690605,42461.8341300501,0,-3.06362977013861,-0.0309437982690589,0,0.652106945113989,-0.00188880925512978,-0.00249526608470109,0.758120530114352,-8.88627152383742e-05,-1.12208024122729e-05,0.00107141680829229
150,-459.56019719568,42461.5235555715,2.90510802239323e-06,-3.063616436067,-0.0331554609799267,4.27185328037925e-08,0.648035413226547,-0.00215555141195014,-0.00287384075264624,0.761601731774381,-9.51808432261796e-05,-1.23615175633461e-05,7.13066686142121e-05,-459.558939092855,42461.51364002,0,-3.06360664450897,-0.0331542049653824,0,0.648035413226547,-0.00215555141195014,-0.00287384075264624,0.761601731774381,-9.51808432261796e-05,-1.23615175633461e-05,0.00107130666861421
160,-490.196246520256,42461.1809475278,3.34533727567878e-06,-3.06359173150535,-0.0353659556903143,4.52994576034466e-08,0.643945489265922,-0.00243798831873473,-0.00328036097047556,0.765060456630019,-0.000101493666342235,-1.35472191427486e-05,7.11884021711797e-05,-490.194883264764,42461.1710460084,0,-3.06358192407273,-0.0353645943980002,0,0.643945489265922,-0.00243798831873473,-0.00328036097047556,0.765060456630019,-0.000101493666342235,-1.35472191427486e-05,0.00107118840217118
170,-520.832040767178,42460.8162345519,3.81053240338956e-06,-3.06356542303819,-0.0375764320029818,4.77109957051559e-08,0.639837296599816,-0.00273575349517658,-0.00371503729190133,0.76849655043505,-0.000107800920301048,-1.47778434971172e-05,7.10619152982705e-05,-520.830572258332,42460.8063481935,0,-3.06355560884275,-0.0375749654162608,0,0.639837296599816,-0.00273575349517658,-0.00371503729190133,0.76849655043505,-0.000107800920301048,-1.47778434971172e-05,0.00107106191529827
180,-551.467563907378,42460.4294168341,4.29898018917252e-06,-3.06353751272518,-0.0397868886945307,4.99494671350059e-08,0.635710958130414,-0.00304847749449976,-0.0041780752252639,0.771909857551572,-0.000114102341043499,-1.60533227093339e-05,7.09271111713937e-05,-551.465990125688,42460.4195467653,0,-3.06352769883274,-0.0397853168695222,0,0.635710958130414,-0.00304847749449976,-0.0041780752252639,0.771909857551572,-0.000114102341043499,-1.60533227093339e-05,0.00107092711117139
190,-582.10279992963,42460.0204945765,4.80893580833587e-06,-3.0635080021,-0.0419973245578486,5.20121825186755e-08,0.631566596324743,-0.00337578796798756,-0.00466967518726114,0.775300220944132,-0.000120397664790474,-1.73735845832328e-05,7.07838898328659e-05,-582.101120919103,42460.0106419251,0,-3.06349819405723,-0.0419956476071529,0,0.631566596324743,-0.00337578796798756,-0.00466967518726114,0.775300220944132,-0.000120397664790474,-1.73735845832328e-05,0.00107078388983287
200,-612.737732835994,42459.5894679935,5.33863143043048e-06,-3.06347689230636,-0.0442077383976248,5.38971943137848e-08,0.627404333245422,-0.00371730973008974,-0.00519003245738333,0.778667482174727,-0.000126686628096817,-1.87385526285583e-05,7.06321482181356e-05,-612.735948690999,42459.579633886,0,-3.06346709453159,-0.0442059564785319,0,0.627404333245422,-0.00371730973008974,-0.00519003245738333,0.778667482174727,-0.000126686628096817,-1.87385526285583e-05,0.00107063214821813
210,-643.372346638455,42459.1363373114,5.88628266649124e-06,-3.06344418419888,-0.0464181290271059,5.56031122173622e-08,0.623224290581775,-0.0040726648241025,-0.0057393371330683,0.782011481398673,-0.000132968967905577,-2.01481460461912e-05,7.04717801836563e-05,-643.370457493955,42459.1265228723,0,-3.06343440027202,-0.0464162423330498,0,0.623224290581775,-0.0040726648241025,-0.0057393371330683,0.782011481398673,-0.000132968967905577,-2.01481460461912e-05,0.00107047178018366
220,-674.006625356417,42458.6611027683,6.45009342358064e-06,-3.06340987841791,-0.0486284952657467,5.71289659506579e-08,0.619026589681291,-0.00444147258841127,-0.00631777408558779,0.785332057361344,-0.000139244421602558,-2.16022797136594e-05,7.03026765358973e-05,-674.004631380716,42458.6513091199,0,-3.06340011129555,-0.0486265040201092,0,0.619026589681291,-0.00444147258841127,-0.00631777408558779,0.785332057361344,-0.000139244421602558,-2.16022797136594e-05,0.0010703026765359
230,-704.640553014858,42458.1637646141,7.02825956924221e-06,-3.06337397544511,-0.0508388359375137,5.84741033993439e-08,0.614811351581421,-0.00482334972328996,-0.00692552291668042,0.788629047395798,-0.000145512727071156,-2.31008641709514e-05,7.01247250614926e-05,-704.638454404203,42458.1539928763,0,-3.06336422762003,-0.050836740389125,0,0.614811351581421,-0.00482334972328996,-0.00692552291668042,0.788629047395798,-0.000145512727071156,-2.31008641709514e-05,0.00107012472506149
240,-735.274113642958,42457.6443231104,7.61897171578413e-06,-3.06333647564467,-0.0530491498696588,5.96381148540953e-08,0.610578697041696,-0.00521791035824715,-0.00756275791594354,0.791902287421285,-0.000151773622747472,-2.46438056066505e-05,6.99378105585162e-05,-735.271910617516,42457.6345744004,0,-3.06332674926414,-0.0530469502895257,0,0.610578697041696,-0.00521791035824715,-0.00756275791594354,0.791902287421285,-0.000151773622747472,-2.46438056066505e-05,0.00106993781055852
250,-765.907291273084,42457.1027785308,8.22041734959621e-06,-3.06329737929382,-0.0552594358918354,6.0620776623921e-08,0.606328746576149,-0.00562476611990994,-0.00822964801899585,0.795151611942638,-0.000158026847675691,-2.62310058444057e-05,6.97418148688758e-05,-765.904984073949,42457.0930539626,0,-3.0632876762474,-0.0552571325707533,0,0.606328746576149,-0.00562476611990994,-0.00822964801899585,0.795151611942638,-0.000158026847675691,-2.62310058444057e-05,0.00106974181486887
260,-796.540069940039,42456.5391311603,8.83078246996925e-06,-3.06325668660559,-0.0574696928354611,6.14220091086126e-08,0.602061620486028,-0.00604352620043913,-0.00892635676642789,0.798376854050567,-0.000164272141563728,-2.78623623297608e-05,6.95366169118233e-05,-796.537658826995,42456.5294318449,0,-3.06324700859017,-0.0574672860822642,0,0.602061620486028,-0.00604352620043913,-0.00892635676642789,0.798376854050567,-0.000164272141563728,-2.78623623297608e-05,0.00106953661691182
270,-827.172433680512,42455.9533812957,9.44825286644179e-06,-3.0632143977456,-0.0596799195332592,6.20418454736479e-08,0.597777438892783,-0.00647379742646386,-0.00965304226354987,0.801577845422841,-0.000170509244839112,-2.95377681173576e-05,6.93220927185662e-05,-827.169918930355,42455.9437083407,0,-3.06320474631361,-0.05967740967353,0,0.597777438892783,-0.00647379742646386,-0.00965304226354987,0.801577845422841,-0.000170509244839112,-2.95377681173576e-05,0.00106932209271857
280,-857.804366532665,42455.3455292456,1.00710151245291e-05,-3.06317051284459,-0.0618901148189295,6.24804082398515e-08,0.593476321771309,-0.00691518432852606,-0.010409857140949,0.804754416326375,-0.000176737898705113,-3.12571118585301e-05,6.90981154679696e-05,-857.801748437943,42455.335883755,0,-3.06316088943974,-0.0618875021940377,0,0.593476321771309,-0.00691518432852606,-0.010409857140949,0.804754416326375,-0.000176737898705113,-3.125711185853e-05,0.00106909811546797
290,-888.435852535836,42454.7155753301,1.06972574262294e-05,-3.06312503200762,-0.0641002775269122,6.27378918018003e-08,0.589158388983441,-0.00736728921103031,-0.0111969485158778,0.807906395620217,-0.000182957845197093,-3.30202777893143e-05,6.8864555523353e-05,-888.433131403901,42454.7059584042,0,-3.06311543799139,-0.0640975624932905,0,0.589158388983441,-0.00736728921103031,-0.0111969485158778,0.807906395620217,-0.000182957845197093,-3.30202777893143e-05,0.00106886455552335
300,-919.066875730319,42454.063519881,1.13251702000555e-05,-3.06307795532101,-0.0663104064922194,6.28145492350845e-08,0.584823760311661,-0.0078297122226843,-0.0120144579544797,0.811033610759442,-0.000189168827239073,-3.48271457188887e-05,6.8621280470358e-05,-919.064051882602,42454.0539326163,0,-3.06306839199223,-0.0663075894208084,0,0.584823760311661,-0.0078297122226843,-0.0120144579544797,0.811033610759442,-0.000189168827239073,-3.48271457188887e-05,0.00106862128047036
310,-949.697420157199,42453.3893632419,1.19529466568945e-05,-3.0630292828574,-0.0685205005503141,6.27106823054838e-08,0.58047255549304,-0.00830205142741552,-0.0128625214348552,0.814135887799951,-0.000195370588700498,-3.66775910184565e-05,6.83681551558639e-05,-949.694493928658,42453.3798067308,0,-3.06301975146676,-0.0685175818261288,0,0.58047255549304,-0.00830205142741552,-0.0128625214348552,0.814135887799951,-0.000195370588700498,-3.66775910184565e-05,0.00106836815515586
320,-980.327469858242,42452.6931057678,1.2578783236228e-05,-3.06297901467957,-0.0707305585370257,6.2426633938516e-08,0.576104894253351,-0.00878390287576825,-0.0137412693110089,0.817213051404177,-0.000201562874453197,-3.8571484610607e-05,6.81050417279793e-05,-980.324441596933,42452.6835810987,0,-3.0629695164403,-0.0707275385588071,0,0.576104894253351,-0.00878390287576825,-0.0137412693110089,0.817213051404177,-0.000201562874453197,-3.8571484610607e-05,0.00106810504172798
330,-1010.9570088758,42451.9747478255,1.32008799874606e-05,-3.06292715084319,-0.0729405792884896,6.19627824135617e-08,0.571720896341379,-0.00927486067675892,-0.0146508262776691,0.82026492484771,-0.000207745430428514,-4.05086929591613e-05,6.78317996770643e-05,-1010.95387894255,42451.9652560824,0,-3.06291768693902,-0.0729374584684172,0,0.571720896341379,-0.00927486067675892,-0.0146508262776691,0.82026492484771,-0.000207745430428514,-4.05086929591613e-05,0.00106783179967706
340,-1041.58602125278,42451.2342897936,1.38174409001527e-05,-3.06287369139896,-0.0751505616411046,6.13195368591431e-08,0.567320681563383,-0.00977451707018242,-0.0155913113360003,0.823291330026818,-0.000213918003674608,-4.2489078059527e-05,6.75482858777838e-05,-1041.58279002089,42451.2248320559,0,-3.06286426298989,-0.0751473404045523,0,0.567320681563383,-0.00977451707018242,-0.0155913113360003,0.823291330026818,-0.000213918003674608,-4.24890780595269e-05,0.00106754828587778
350,-1072.21449103254,42450.471732062,1.44266741950847e-05,-3.06281863639411,-0.0773605044315041,6.0497333696235e-08,0.562904369817725,-0.0102824624993461,-0.0165628377601948,0.826292087466889,-0.000220080342413897,-4.45124974295606e-05,6.72543546321395e-05,-1072.21115888761,42450.4623094047,0,-3.06280924462074,-0.0773571832168253,0,0.562904369817725,-0.0102824624993461,-0.0165628377601948,0.826292087466889,-0.000220080342413897,-4.45124974295606e-05,0.00106725435463214
360,-1102.84240225895,42449.6870750325,1.50267925814513e-05,-3.06276198587358,-0.079570406496536,5.94966338528837e-08,0.558472081129609,-0.010798285684253,-0.0175655130650249,0.829267016331776,-0.000226232196100639,-4.65788041010068e-05,6.6949857713562e-05,-1102.83896959866,42449.6776885258,0,-3.06275263186022,-0.0795669857548695,0,0.558472081129609,-0.010798285684253,-0.0175655130650249,0.829267016331776,-0.000226232196100639,-4.65788041010067e-05,0.00106694985771356
370,-1133.46973897628,42448.8803191184,1.56160134904702e-05,-3.06270373988085,-0.0817802666732492,5.83179204673462e-08,0.554023935685946,-0.0113215736951871,-0.0185994389742921,0.832215934434063,-0.000232373315478637,-4.86878466114784e-05,6.66346444119449e-05,-1133.46620621028,42448.8709698277,0,-3.06269442473779,-0.0817767468683391,0,0.554023935685946,-0.0113215736951871,-0.0185994389742921,0.832215934434063,-0.000232373315478637,-4.86878466114784e-05,0.00106663464441194
380,-1164.09648522927,42448.0514647449,1.61925592873802e-05,-3.06264389845853,-0.083990083798885,5.69616969808212e-08,0.549560053870308,-0.0118519120267153,-0.0196647113902491,0.83513865824623,-0.000238503452639047,-5.08394689970433e-05,6.63085615796863e-05,-1164.09285277898,42448.0421537304,0,-3.06263462328378,-0.08398646540691,0,0.549560053870308,-0.0118519120267153,-0.0196647113902491,0.83513865824623,-0.000238503452639047,-5.08394689970433e-05,0.00106630856157969
390,-1194.72262506307,42447.2005123483,1.67546574666885e-05,-3.06258246164891,-0.0861998567108716,5.54284855115278e-08,0.545080556297987,-0.0123888846720658,-0.0207614203639349,0.838035002912725,-0.000244622361078277,-5.30335107853833e-05,6.59714536786344e-05,-1194.71889336162,42447.1912406653,0,-3.06257322752931,-0.0861961402202801,0,0.545080556297987,-0.0123888846720658,-0.0207614203639349,0.838035002912725,-0.000244622361078277,-5.30335107853832e-05,0.00106597145367863
400,-1225.34814252326,42446.3274623771,1.73005408319502e-05,-3.06251942949425,-0.0884095842468214,5.37188254250621e-08,0.540585563851116,-0.0129320741978887,-0.0218896500664788,0.840904782262938,-0.00025072979575595,-5.52698069895739e-05,6.56231628279749e-05,-1225.34431201534,42446.3182310756,0,-3.06251023750636,-0.0884057701581703,0,0.540585563851116,-0.0129320741978887,-0.0218896500664788,0.840904782262938,-0.00025072979575595,-5.52698069895739e-05,0.00106562316282797
410,-1255.97302165584,42445.4323152912,1.78284476610723e-05,-3.06245480203701,-0.0906192652445294,5.18332720949776e-08,0.536075197713814,-0.0134810618194088,-0.0230494787614464,0.843747808825091,-0.000256825513152946,-5.75481881025543e-05,6.5263528853113e-05,-1255.96909279763,42445.4231254156,0,-3.06244565324772,-0.0906153540703248,0,0.536075197713814,-0.0134810618194088,-0.0230494787614464,0.843747808825091,-0.000256825513152946,-5.75481881025543e-05,0.00106526352885311
420,-1286.59724650724,42444.515071562,1.83366218608483e-05,-3.06238857932011,-0.0928288985419729,4.97723957614807e-08,0.53154957940739,-0.0140354274759123,-0.0242409787781205,0.846563893841022,-0.000262909271329469,-5.98684800922124e-05,6.48923893353944e-05,-1286.59321976629,42444.5059241514,0,-3.06237947478701,-0.0928248908065115,0,0.53154957940739,-0.0140354274759123,-0.0242409787781205,0.846563893841022,-0.000262909271329469,-5.98684800922124e-05,0.00106489238933539
430,-1317.22080112435,42443.5757316727,1.88233131102265e-05,-3.062320761387,-0.095038482977312,4.7536780448946e-08,0.527008830825562,-0.0145947499065831,-0.0254642164858063,0.84935284728186,-0.000268980829983141,-6.22305043971644e-05,6.45095796627333e-05,-1317.21667697947,42443.5666277605,0,-3.06231170215871,-0.0950343792165233,0,0.527008830825562,-0.0145947499065831,-0.0254642164858063,0.84935284728186,-0.000268980829983141,-6.22305043971644e-05,0.00106450957966273
440,-1347.84366955448,42442.6142961182,1.92867769927764e-05,-3.0622513482818,-0.0972480173888911,4.51270229537859e-08,0.522453074269656,-0.0151586067266748,-0.0267192522691782,0.852114477864604,-0.000275039950507108,-6.46340779232536e-05,6.41149330811331e-05,-1347.83944849569,42442.605236732,0,-3.06224233539809,-0.097243818150178,0,0.522453074269656,-0.0151586067266748,-0.0267192522691782,0.852114477864604,-0.000275039950507108,-6.46340779232536e-05,0.00106411493308113
450,-1378.46583584538,42441.6307654047,1.97252751201652e-05,-3.06218034004937,-0.0994575006152394,4.25437318799064e-08,0.517882432483844,-0.0157265745039736,-0.028006140504568,0.854848593069572,-0.000281086396048128,-6.70790130406925e-05,6.37082807469722e-05,-1378.46151837378,42441.6217515663,0,-3.06217137454126,-0.0994532064573192,0,0.517882432483844,-0.0157265745039736,-0.028006140504568,0.854848593069572,-0.000281086396048128,-6.70790130406925e-05,0.00106370828074697
460,-1409.08728404528,42440.6251400503,2.01370752454624e-05,-3.06210773673534,-0.101666931495074,3.97875266589649e-08,0.513297028690322,-0.0162982288355764,-0.0293249295373351,0.857554999158736,-0.000287119931564635,-6.95651175819733e-05,6.3289451780163e-05,-1409.08287067298,42440.6161727754,0,-3.06209881962518,-0.101662542987817,0,0.513297028690322,-0.0162982288355764,-0.0293249295373351,0.857554999158736,-0.000287119931564635,-6.95651175819733e-05,0.00106328945178016
470,-1439.70799820287,42439.5974205847,2.052045136642e-05,-3.06203353838618,-0.103876308867298,3.68590366538897e-08,0.508696986624423,-0.0168731444249749,-0.0306756616603458,0.860233501194964,-0.000293140323884751,-7.20921948405779e-05,6.28582733181783e-05,-1439.70348945288,42439.588500883,0,-3.06202467068763,-0.103871826591568,0,0.508696986624423,-0.0168731444249749,-0.0306756616603458,0.860233501194964,-0.000293140323884751,-7.20921948405779e-05,0.00106285827331818
480,-1470.32796236731,42438.5476075492,2.08736838200948e-05,-3.06195774504921,-0.106085631571009,3.37589002802977e-08,0.504082430569668,-0.0174508951594058,-0.0320583730934924,0.862883903062115,-0.000299147341764234,-7.46600435704399e-05,6.24145705708431e-05,-1470.32335877346,42438.5387364239,0,-3.0619489277672,-0.106081056118497,0,0.504082430569668,-0.0174508951594058,-0.0320583730934924,0.862883903062115,-0.000299147341764234,-7.46600435704399e-05,0.00106241457057084
490,-1500.94716058822,42437.4757014966,2.11950593689832e-05,-3.06188035677263,-0.108294898445492,3.04877640914188e-08,0.499453485392768,-0.0180310541874495,-0.0334730939642515,0.865506007486006,-0.000305140755944338,-7.72684579861655e-05,6.19581668758608e-05,-1500.94246269508,42437.4668799447,0,-3.06187159090334,-0.108290230418557,0,0.499453485392768,-0.0180310541874495,-0.0334730939642515,0.865506007486006,-0.000305140755944338,-7.72684579861655e-05,0.00106195816687586
500,-1531.56557691575,42436.3817029913,2.1482871278131e-05,-3.06180137360552,-0.110504108330229,2.70462818685267e-08,0.494810276578522,-0.0186131939968725,-0.0349198482893225,0.868099616056229,-0.000311120339209566,-7.99172277640552e-05,6.14888837550821e-05,-1531.56078527851,42436.3729320034,0,-3.06179266013631,-0.110499348341728,0,0.494810276578522,-0.0186131939968725,-0.0349198482893225,0.868099616056229,-0.000311120339209566,-7.99172277640552e-05,0.00106148888375508
510,-1562.18319540053,42435.2656126096,2.17354193830146e-05,-3.06172079559786,-0.112713260064894,2.3435113742777e-08,0.49015293026461,-0.0191968864927046,-0.0363986539573767,0.870664529248834,-0.000317085866445297,-8.26061380439593e-05,6.10065409715157e-05,-1562.17831058493,42435.2568931696,0,-3.06171213550721,-0.112708408738023,0,0.49015293026461,-0.0191968864927046,-0.0363986539573767,0.870664529248834,-0.000317085866445297,-8.26061380439593e-05,0.00106100654097151
520,-1592.80000009369,42434.127430939,2.19510101485052e-05,-3.06163862280053,-0.114922352489361,1.96549253225862e-08,0.485481573276245,-0.0197817030755325,-0.03790952271292,0.873200546449859,-0.000323037114695269,-8.53349694319784e-05,6.05109565870493e-05,-1592.79502267592,42434.1187640242,0,-3.06163001705795,-0.114917410457481,0,0.485481573276245,-0.0197817030755325,-0.03790952271292,0.873200546449859,-0.000323037114695269,-8.53349694319784e-05,0.00106051095658705
530,-1623.41597504691,42432.967158579,2.21279567191868e-05,-3.06155485526532,-0.117131384443699,1.57063868130278e-08,0.480796333160699,-0.0203672147199914,-0.0394524601412673,0.875707465979695,-0.000328973863218891,-8.81034980040142e-05,6.00019470208454e-05,-1623.4109056135,42432.9585451599,0,-3.06154630483131,-0.117126352350174,0,0.480796333160699,-0.0203672147199914,-0.0394524601412673,0.875707465979695,-0.000328973863218891,-8.81034980040142e-05,0.00106000194702084
540,-1654.03110431235,42431.7847961405,2.22645789610055e-05,-3.06146949304492,-0.119340354768178,1.15901721373109e-08,0.476097338221663,-0.0209529920534366,-0.0410274656546339,0.878185085118287,-0.000334895893548366,-9.09114953101846e-05,5.94793271083868e-05,-1654.0259434601,42431.7762371805,0,-3.06146099887085,-0.119335233266204,0,0.476097338221663,-0.0209529920534366,-0.0410274656546339,0.878185085118287,-0.000334895893548366,-9.09114953101846e-05,0.00105947932710839
550,-1684.64537194275,42430.580344246,2.23592034941387e-05,-3.06138253619294,-0.121549262303267,7.30695806476581e-09,0.47138471755345,-0.0215386054347826,-0.0426345324793623,0.880633200131158,-0.000340802989545608,-9.37587283801229e-05,5.89429101611522e-05,-1684.64012027862,42430.5718407016,0,-3.061374099221,-0.121544052055706,0,0.47138471755345,-0.0215386054347826,-0.0426345324793623,0.880633200131158,-0.000340802989545608,-9.37587283801229e-05,0.00105894291016115
560,-1715.25876199137,42429.3538035296,2.24101637170893e-05,-3.06129398476387,-0.123758105889638,2.85742334274763e-09,0.466658601075,-0.0221236250334938,-0.0442736476442937,0.88305160629624,-0.000346694937458927,-9.66449597291783e-05,5.83925080269021e-05,-1715.25342013238,42429.3453563503,0,-3.061285605927,-0.123752807568846,0,0.466658601075,-0.0221236250334938,-0.0442736476442937,0.88305160629624,-0.000346694937458927,-9.66449597291783e-05,0.0010583925080269
570,-1745.87125851204,42428.1051746371,2.24157998221071e-05,-3.06120383881312,-0.125966884368164,-1.75775216780602e-09,0.461919119563687,-0.0227076209087089,-0.0459447919702939,0.885440097931521,-0.000352571525979452,-9.95699473655321e-05,5.78279311505484e-05,-1745.86582708516,42428.096784765,0,-3.06119551903492,-0.125961498655824,0,0.461919119563687,-0.0227076209087089,-0.0459447919702939,0.885440097931521,-0.000352571525979452,-9.95699473655321e-05,0.00105782793115055
