Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],Beta0_1,Beta1,Beta2_1,Beta3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],Beta0_2,Beta1_2,Beta2_2,Beta3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
9400,-26641.9846179329,33066.5697430304,-0.00961002519565926,-2.38575785484724,-1.92221803526588,-6.33948570647565e-07,0.148915756167281,-0.689715786065423,0.330151949189651,0.626989571255819,-0.00235739642663407,-0.000120204290338603,-0.0011249836504845,-26641.9845600432,33066.5725066946,0,-2.38575830433557,-1.92222022971139,0,0.148915756167281,-0.689715786065423,0.330151949189651,0.626989571255819,-0.00235739642663407,-0.000120204290338604,-0.000124983650484492
9410,-26665.8352581526,33047.3389576776,-0.00961633731044054,-2.38437037934511,-1.92393886062321,-6.28462557354467e-07,0.141363555699222,-0.691491932803264,0.321719234253065,0.631151318068576,-0.00235752876684333,-0.000117719830281229,-0.00112577285490619,-26665.8352065859,33047.3416994295,0,-2.3843707972873,-1.92394105645597,0,0.141363555699222,-0.691491932803264,0.321719234253065,0.631151318068576,-0.00235752876684333,-0.00011771983028123,-0.000125772854906189
9420,-26689.6720174257,33028.0909690804,-0.00962259421397875,-2.38298166250985,-1.92565868488828,-6.22906696016732e-07,0.133786562709822,-0.6931742610195,0.3132388412373,0.635210223342379,-0.0023576634580847,-0.000115230034855343,-0.00112653423028147,-26689.6719718515,33028.093688904,0,-2.38298204902346,-1.92566088166297,0,0.133786562709822,-0.6931742610195,0.3132388412373,0.635210223342379,-0.0023576634580847,-0.000115230034855344,-0.000126534230281463
9430,-26713.4948833427,33008.825787254,-0.00962879521894411,-2.38159170505918,-1.92737750716041,-6.17283209728405e-07,0.126185927890536,-0.694762481535346,0.304712012537253,0.639165702512853,-0.00235780048324792,-0.000112735381586573,-0.00112726779676138,-26713.4948434314,33008.8284851377,0,-2.38159206026701,-1.92737970443711,0,0.126185927890536,-0.694762481535346,0.304712012537253,0.639165702512853,-0.00235780048324792,-0.000112735381586574,-0.000127267796761373
9440,-26737.3038435009,32989.5434222225,-0.00963493966002437,-2.38020050771168,-1.92909532653944,-6.11594278680505e-07,0.118562806152035,-0.696256318429547,0.29613999709379,0.643017186524262,-0.00235793982557573,-0.000110236346148444,-0.00112797357924761,-26737.3038089243,32989.5460981596,0,-2.38020083174151,-1.92909752388362,0,0.118562806152035,-0.696256318429547,0.29613999709379,0.643017186524262,-0.00235793982557573,-0.000110236346148445,-0.000127973579247611
9450,-26761.0988855049,32970.2438840192,-0.00964102689348953,-2.37880807118682,-1.93081214212575,-6.05842038951712e-07,0.110918356443084,-0.697655509076497,0.287524050235249,0.646764121914239,-0.00235808146866442,-0.000107733402293771,-0.00112865160736095,-26761.0988559361,32970.2465380075,0,-2.37880836417119,-1.93081433910829,0,0.110918356443084,-0.697655509076497,0.287524050235249,0.646764121914239,-0.00235808146866442,-0.000107733402293771,-0.000128651607360942
9460,-26784.8799969667,32950.9271826862,-0.00964705629674527,-2.37741439620491,-1.93252795302024,-6.00028581412695e-07,0.103253741568669,-0.698959804183037,0.278865433518053,0.650405970896078,-0.00235822539646364,-0.000105227021786758,-0.0011293019154091,-26784.87997208,32950.9298147279,0,-2.37741465828093,-1.93253014921741,0,0.103253741568669,-0.698959804183037,0.278865433518053,0.650405970896078,-0.00235822539646364,-0.000105227021786758,-0.000129301915409092
9470,-26808.6471655052,32931.5933282748,-0.00965302726787574,-2.37601948348717,-1.93424275832439,-5.94155950744397e-07,0.0955701280074133,-0.700168967823929,0.270165414566463,0.653942211438558,-0.00235837159327572,-0.000102717674335805,-0.00112992454235412,-26808.6471449764,32931.5959383765,0,-2.37601971479624,-1.93424495331779,0,0.0955701280074133,-0.700168967823929,0.270165414566463,0.653942211438558,-0.00235837159327572,-0.000102717674335805,-0.000129924542354117
9480,-26832.4003787467,32912.242330845,-0.00965893922517732,-2.37462333375563,-1.93595655714022,-5.88226144572039e-07,0.0878686857283129,-0.701282777475998,0.261425266911455,0.657372337343308,-0.00235852004375413,-0.000100205827527028,-0.00113051953177924,-26832.400362253,32912.2449190178,0,-2.37462353444329,-1.93595875051677,0,0.0878686857283129,-0.701282777475998,0.261425266911455,0.657372337343308,-0.00235852004375413,-0.000100205827527029,-0.000130519531779234
9490,-26856.1396243246,32892.874200466,-0.00966479160668419,-2.37322594773321,-1.93766934857033,-5.8224111271289e-07,0.080150588006839,-0.70230102405093,0.252646269828754,0.660695858319688,-0.00235867073290152,-9.76919467585037e-05,-0.00113108693185514,-26856.1396115448,32892.8767667255,0,-2.37322611794887,-1.93767153992222,0,0.080150588006839,-0.70230102405093,0.252646269828754,0.660695858319688,-0.00235867073290152,-9.76919467585043e-05,-0.000131086931855136
9500,-26879.8648898797,32873.488947216,-0.00967058386968693,-2.37182732614366,-1.93938113171787,-5.76202756537476e-07,0.0724170112404281,-0.703223511926738,0.243829708176027,0.663912300057186,-0.00235882364606702,-9.51764951752329e-05,-0.00113162679530581,-26879.864880494,32873.4914915817,0,-2.37182746604043,-1.93938332064252,0,0.0724170112404281,-0.703223511926738,0.243829708176027,0.663912300057186,-0.00235882364606702,-9.51764951752336e-05,-0.000131626795305807
9510,-26903.5761630598,32854.086581182,-0.00967631549024538,-2.37042746971156,-1.94109190568661,-5.70112928445007e-07,0.0646691347634055,-0.704050058977873,0.234976872229235,0.667021204295315,-0.00235897876894295,-9.26599336048401e-05,-0.00113213917937382,-26903.57615675,32854.0891036779,0,-2.37042757944607,-1.94109409178658,0,0.0646691347634055,-0.704050058977873,0.234976872229235,0.667021204295315,-0.00235897876894295,-9.26599336048408e-05,-0.000132139179373818
9520,-26927.2734315202,32834.66711246,-0.00968198596269673,-2.36902637916233,-1.94280166958089,-5.63973431451153e-07,0.0569081406613719,-0.704780496603989,0.226089057518182,0.67002212889101,-0.00235913608756101,-9.01427204940046e-05,-0.00113262414578515,-26927.2734279697,32834.6696131142,0,-2.36902645889452,-1.94280385246385,0,0.0569081406613719,-0.704780496603989,0.226089057518182,0.67002212889101,-0.00235913608756101,-9.01427204940052e-05,-0.000132624145785142
9530,-26950.9566829233,32815.2305511551,-0.00968759479916014,-2.3676240552222,-1.94451042250565,-5.57786018888212e-07,0.0491352135850948,-0.705414669757343,0.217167564661234,0.672914647883515,-0.00235929558828779,-8.76253118456322e-05,-0.00113308176071348,-26950.9566818171,32815.2330299998,0,-2.36762410511515,-1.9445126017843,0,0.0491352135850948,-0.705414669757343,0.217167564661234,0.672914647883515,-0.00235929558828779,-8.76253118456329e-05,-0.000133081760713478
9540,-26974.6259049388,32795.7769073811,-0.00969314152903881,-2.36622049861824,-1.94621816356644,-5.51552394215239e-07,0.0413515405639312,-0.70595243696884,0.20821369919926,0.675698351556747,-0.00235945725781982,-8.51081611567716e-05,-0.0011335120947441,-26974.6259059637,32795.7793644526,0,-2.36622051883798,-1.9462203388584,0,0.0413515405639312,-0.70595243696884,0.20821369919926,0.675698351556747,-0.00235945725781982,-8.51081611567723e-05,-0.000133512094744094
9550,-26998.2810852436,32776.306191261,-0.00969862569852081,-2.36481571007831,-1.94792489186943,-5.45274210939146e-07,0.0335583108188273,-0.706393670372706,0.19922877142877,0.678372846499141,-0.00235962108317799,-8.25917193572788e-05,-0.00113391522283721,-26998.281088088,32776.3086265997,0,-2.36481570079368,-1.94792706279719,0,0.0335583108188273,-0.706393670372706,0.19922877142877,0.678372846499141,-0.00235962108317799,-8.25917193572794e-05,-0.000133915222837205
9560,-27021.9222115221,32756.8184129266,-0.00970404687007959,-2.36340969033106,-1.94963060652139,-5.38953072643419e-07,0.0257567155749223,-0.706738255729785,0.190214096234284,0.680937755660962,-0.00235978705170152,-8.00764347492348e-05,-0.00113429122429089,-27021.9222158761,32756.8208265768,0,-2.36340965171353,-1.94963277271221,0,0.0257567155749223,-0.706738255729785,0.190214096234284,0.680937755660962,-0.00235978705170152,-8.00764347492355e-05,-0.000134291224290887
9570,-27045.5492714657,32737.3135825186,-0.00970940462197533,-2.36200244010596,-1.95133530662972,-5.32590533123545e-07,0.0179479478737954,-0.706986092449461,0.181170992919942,0.683392718409089,-0.00235995515104134,-7.7562752947121e-05,-0.00113464018270354,-27045.5492770213,32737.3159745285,0,-2.36200237232949,-1.95133746771552,0,0.0179479478737954,-0.706986092449461,0.181170992919942,0.683392718409089,-0.00235995515104134,-7.75627529471216e-05,-0.000134640182703537
