Time [s],ECI X_1 [km],ECI Y_1 [km],ECI Z_1 [km],ECI dX_1 [km/s],ECI dY_1 [km/s],ECI dZ_1 [km/s],sigma1_1,sigma2_1,sigma3_1,Omega1_1 [rad/s],Omega2_1 [rad/s],Omega3_1 [rad/s],ECI X_2 [km],ECI Y_2 [km],ECI Z_2 [km],ECI dX_2 [km/s],ECI dY_2 [km/s],ECI dZ_2 [km/s],sigma1_2,sigma2_2,sigma3_2,Omega1_2 [rad/s],Omega2_2 [rad/s],Omega3_2 [rad/s]
390,-1194.72262506307,42447.2005123483,1.67546574666885e-05,-3.06258246164891,-0.0861998567108716,5.54284855115278e-08,-0.00801827750764633,-0.0134371119222931,0.542389197441366,-0.000244622361078277,-5.30335107853833e-05,6.59714536786344e-05,-1194.71889336162,42447.1912406653,0,-3.06257322752931,-0.0861961402202801,0,-0.00801827750764633,-0.0134371119222931,0.542389197441366,-0.000244622361078277,-5.30335107853832e-05,0.00106597145367863
400,-1225.34814252326,42446.3274623771,1.73005408319502e-05,-3.06251942949425,-0.0884095842468214,5.37188254250621e-08,-0.00839425897615286,-0.014208655838472,0.54583452032412,-0.00025072979575595,-5.52698069895739e-05,6.56231628279749e-05,-1225.34431201534,42446.3182310756,0,-3.06251023750636,-0.0884057701581703,0,-0.00839425897615286,-0.014208655838472,0.54583452032412,-0.00025072979575595,-5.52698069895739e-05,0.00106562316282797
410,-1255.97302165584,42445.4323152912,1.78284476610723e-05,-3.06245480203701,-0.0906192652445294,5.18332720949776e-08,-0.00877630329522478,-0.0150054364498246,0.549288088292075,-0.000256825513152946,-5.75481881025543e-05,6.5263528853113e-05,-1255.96909279763,42445.4231254156,0,-3.06244565324772,-0.0906153540703248,0,-0.00877630329522478,-0.0150054364498246,0.549288088292075,-0.000256825513152946,-5.75481881025543e-05,0.00106526352885311
420,-1286.59724650724,42444.515071562,1.83366218608483e-05,-3.06238857932011,-0.0928288985419729,4.97723957614807e-08,-0.00916420053560597,-0.0158277466848316,0.552749911085861,-0.000262909271329469,-5.98684800922124e-05,6.48923893353944e-05,-1286.59321976629,42444.5059241514,0,-3.06237947478701,-0.0928248908065115,0,-0.00916420053560597,-0.0158277466848316,0.552749911085861,-0.000262909271329469,-5.98684800922124e-05,0.00106489238933539
430,-1317.22080112435,42443.5757316727,1.88233131102265e-05,-3.062320761387,-0.095038482977312,4.7536780448946e-08,-0.00955773772355498,-0.0166758803038745,0.556219996987618,-0.000268980829983141,-6.22305043971644e-05,6.45095796627333e-05,-1317.21667697947,42443.5666277605,0,-3.06231170215871,-0.0950343792165233,0,-0.00955773772355498,-0.0166758803038745,0.556219996987618,-0.000268980829983141,-6.22305043971644e-05,0.00106450957966273
440,-1347.84366955448,42442.6142961182,1.92867769927764e-05,-3.0622513482818,-0.0972480173888911,4.51270229537859e-08,-0.00995669881907301,-0.017550131902749,0.559698352787245,-0.000275039950507108,-6.46340779232536e-05,6.41149330811331e-05,-1347.83944849569,42442.605236732,0,-3.06224233539809,-0.097243818150178,0,-0.00995669881907301,-0.017550131902749,0.559698352787245,-0.000275039950507108,-6.46340779232536e-05,0.00106411493308113
450,-1378.46583584538,42441.6307654047,1.97252751201652e-05,-3.06218034004937,-0.0994575006152394,4.25437318799064e-08,-0.0103608646937423,-0.0184507969162929,0.563184983747857,-0.000281086396048128,-6.70790130406925e-05,6.37082807469722e-05,-1378.46151837378,42441.6217515663,0,-3.06217137454126,-0.0994532064573192,0,-0.0103608646937423,-0.0184507969162929,0.563184983747857,-0.000281086396048128,-6.70790130406925e-05,0.00106370828074697
460,-1409.08728404528,42440.6251400503,2.01370752454624e-05,-3.06210773673534,-0.101666931495074,3.97875266589649e-08,-0.0107700131081878,-0.0193781716222058,0.566679893570467,-0.000287119931564635,-6.95651175819733e-05,6.3289451780163e-05,-1409.08287067298,42440.6161727754,0,-3.06209881962518,-0.101662542987817,0,-0.0107700131081878,-0.0193781716222058,0.566679893570467,-0.000287119931564635,-6.95651175819733e-05,0.00106328945178016
470,-1439.70799820287,42439.5974205847,2.052045136642e-05,-3.06203353838618,-0.103876308867298,3.68590366538897e-08,-0.0111839186891511,-0.0203325531450685,0.570183084357888,-0.000293140323884751,-7.20921948405779e-05,6.28582733181783e-05,-1439.70348945288,42439.588500883,0,-3.06202467068763,-0.103871826591568,0,-0.0111839186891511,-0.0203325531450685,0.570183084357888,-0.000293140323884751,-7.20921948405779e-05,0.00106285827331818
480,-1470.32796236731,42438.5476075492,2.08736838200948e-05,-3.06195774504921,-0.106085631571009,3.37589002802977e-08,-0.0116023529061478,-0.0213142394604998,0.573694556577793,-0.000299147341764234,-7.46600435704399e-05,6.24145705708431e-05,-1470.32335877346,42438.5387364239,0,-3.0619489277672,-0.106081056118497,0,-0.0116023529061478,-0.0213142394604998,0.573694556577793,-0.000299147341764234,-7.46600435704399e-05,0.00106241457057084
490,-1500.94716058822,42437.4757014966,2.11950593689832e-05,-3.06188035677263,-0.108294898445492,3.04877640914188e-08,-0.0120250840476898,-0.0223235293994355,0.577214309024928,-0.000305140755944338,-7.72684579861655e-05,6.19581668758608e-05,-1500.94246269508,42437.4668799447,0,-3.06187159090334,-0.108290230418557,0,-0.0120250840476898,-0.0223235293994355,0.577214309024928,-0.000305140755944338,-7.72684579861655e-05,0.00106195816687586
500,-1531.56557691575,42436.3817029913,2.1482871278131e-05,-3.06180137360552,-0.110504108330229,2.70462818685267e-08,-0.012451877197069,-0.0233607226525434,0.580742338782435,-0.000311120339209566,-7.99172277640552e-05,6.14888837550821e-05,-1531.56078527851,42436.3729320034,0,-3.06179266013631,-0.110499348341728,0,-0.012451877197069,-0.0233607226525434,0.580742338782435,-0.000311120339209566,-7.99172277640552e-05,0.00106148888375508
510,-1562.18319540053,42435.2656126096,2.17354193830146e-05,-3.06172079559786,-0.112713260064894,2.3435113742777e-08,-0.012882494207689,-0.0244261197747759,0.584278641182304,-0.000317085866445297,-8.26061380439593e-05,6.10065409715157e-05,-1562.17831058493,42435.2568931696,0,-3.06171213550721,-0.112708408738023,0,-0.012882494207689,-0.0244261197747759,0.584278641182304,-0.000317085866445297,-8.26061380439593e-05,0.00106100654097151
520,-1592.80000009369,42434.127430939,2.19510101485052e-05,-3.06163862280053,-0.114922352489361,1.96549253225862e-08,-0.0133166936779322,-0.0255200221900499,0.587823209764902,-0.000323037114695269,-8.53349694319784e-05,6.05109565870493e-05,-1592.79502267592,42434.1187640242,0,-3.06163001705795,-0.114917410457481,0,-0.0133166936779322,-0.0255200221900499,0.587823209764902,-0.000323037114695269,-8.53349694319784e-05,0.00106051095658705
530,-1623.41597504691,42432.967158579,2.21279567191868e-05,-3.06155485526532,-0.117131384443699,1.57063868130278e-08,-0.0137542309255442,-0.0266427321960324,0.591376036237565,-0.000328973863218891,-8.81034980040142e-05,6.00019470208454e-05,-1623.4109056135,42432.9585451599,0,-3.06154630483131,-0.117126352350174,0,-0.0137542309255442,-0.0266427321960324,0.591376036237565,-0.000328973863218891,-8.81034980040142e-05,0.00106000194702084
540,-1654.03110431235,42431.7847961405,2.22645789610055e-05,-3.06146949304492,-0.119340354768178,1.15901721373109e-08,-0.0141948579615216,-0.0277945529690216,0.59493711043222,-0.000334895893548366,-9.09114953101846e-05,5.94793271083868e-05,-1654.0259434601,42431.7762371805,0,-3.06146099887085,-0.119335233266204,0,-0.0141948579615216,-0.0277945529690216,0.59493711043222,-0.000334895893548366,-9.09114953101846e-05,0.00105947932710839
550,-1684.64537194275,42430.580344246,2.23592034941387e-05,-3.06138253619294,-0.121549262303267,7.30695806476581e-09,-0.0146383234634895,-0.0289757885689155,0.598506420262019,-0.000340802989545608,-9.37587283801229e-05,5.89429101611522e-05,-1684.64012027862,42430.5718407016,0,-3.061374099221,-0.121544052055706,0,-0.0146383234634895,-0.0289757885689155,0.598506420262019,-0.000340802989545608,-9.37587283801229e-05,0.00105894291016115
560,-1715.25876199137,42429.3538035296,2.24101637170893e-05,-3.06129398476387,-0.123758105889638,2.85742334274763e-09,-0.0150843727485579,-0.0301867439442573,0.602083951676962,-0.000346694937458927,-9.66449597291783e-05,5.83925080269021e-05,-1715.25342013238,42429.3453563503,0,-3.061285605927,-0.123752807568846,0,-0.0150843727485579,-0.0301867439442573,0.602083951676962,-0.000346694937458927,-9.66449597291783e-05,0.0010583925080269
570,-1745.87125851204,42428.1051746371,2.24157998221071e-05,-3.06120383881312,-0.125966884368164,-1.75775216780602e-09,-0.0155327477456387,-0.0314277249373455,0.605669688618467,-0.000352571525979452,-9.95699473655321e-05,5.78279311505484e-05,-1745.86582708516,42428.096784765,0,-3.06119551903492,-0.125961498655824,0,-0.0155327477456387,-0.0314277249373455,0.605669688618467,-0.000352571525979452,-9.95699473655321e-05,0.00105782793115055
580,-1776.48284555914,42426.8344582257,2.23744588020184e-05,-3.061112098397,-0.128175596579922,-6.53788835228399e-09,-0.0159831869672125,-0.0326990382893921,0.609263612972885,-0.000358432546297292,-0.00010253344479824,5.72489886355796e-05,-1776.47732520124,42426.8261265958,0,-3.06110383859167,-0.128170124166872,0,-0.0159831869672125,-0.0326990382893921,0.609263612972885,-0.000358432546297292,-0.00010253344479824,0.00105724898863558
590,-1807.09350718764,42425.5416549645,2.22844944484982e-05,-3.06101876357271,-0.130384241366191,-1.14823056977782e-08,-0.016435425480529,-0.0340009916457154,0.612865704523911,-0.000364277792157388,-0.000105535201046216,5.66554883060165e-05,-1807.08789854532,42425.5333825041,0,-3.06101056464497,-0.130378682952258,0,-0.016435425480529,-0.0340009916457154,0.612865704523911,-0.000364277792157388,-0.000105535201046216,0.00105665548830601
600,-1837.70322745306,42424.2267655339,2.2144267341809e-05,-3.06092383439835,-0.132592817568457,-1.65903261424977e-08,-0.0168891948782269,-0.0353338935609521,0.616475940903867,-0.000370107059915046,-0.000108574960648168,5.60472367688718e-05,-1837.69753118262,42424.218553163,0,-3.0609156972434,-0.132587173862284,0,-0.0168891948782269,-0.0353338935609521,0.616475940903867,-0.000370107059915046,-0.000108574960648168,0.00105604723676887
610,-1868.31199041156,42422.889790626,2.19521448320687e-05,-3.06082731093291,-0.134801324028407,-2.186127391755e-08,-0.017344223248361,-0.0366980535042735,0.620094297543838,-0.000375920148591132,-0.000111652463673504,5.54240394770903e-05,-1868.30620717884,42422.8816392569,0,-3.06081923643633,-0.134795595747287,0,-0.017344223248361,-0.0366980535042735,0.620094297543838,-0.000375920148591132,-0.000111652463673504,0.00105542403947709
620,-1898.91978011986,42421.5307309446,2.17065010121388e-05,-3.06072919323627,-0.137009759587937,-2.72944763807761e-08,-0.017800235143821,-0.0380937818645885,0.623720747622621,-0.000381716859926892,-0.000114767445734211,5.47857007929397e-05,-1898.91391060016,42421.5226414819,0,-3.060721182274,-0.137003947457641,0,-0.017800235143821,-0.0380937818645885,0.623720747622621,-0.000381716859926892,-0.000114767445734211,0.00105478570079294
630,-1929.5265806353,42420.1495872048,2.14057166822214e-05,-3.06062948136917,-0.139218123089146,-3.28892648421974e-08,-0.0182569515511283,-0.039521389955715,0.627355262014458,-0.000387496998438385,-0.00011791963799773,5.41320240518268e-05,-1929.5206255133,42420.1415605455,0,-3.06062153480745,-0.139212227843754,0,-0.0182569515511283,-0.039521389955715,0.627355262014458,-0.000387496998438385,-0.00011791963799773,0.00105413202405182
640,-1960.13237601583,42418.7463601337,2.10481793062549e-05,-3.06052817539327,-0.141426413374336,-3.86449753798923e-08,-0.0187140898585971,-0.0409811900215012,0.630997809235527,-0.000393260371470503,-0.000121108767200823,5.34628116265097e-05,-1960.12633598547,42418.7383971666,0,-3.06052029408856,-0.141420435756075,0,-0.0187140898585971,-0.0409811900215012,0.630997809235527,-0.000393260371470503,-0.000121108767200823,0.00105346281162651
650,-1990.73715032005,42417.3210504696,2.06322829601992e-05,-3.06042527537106,-0.143634629286019,-4.45609496451005e-08,-0.0191713638238457,-0.042473495240877,0.634648355389155,-0.000399006789250553,-0.000124334555664458,5.27778649916803e-05,-1990.73102608441,42417.3131520758,0,-3.06041746017005,-0.143628570045087,0,-0.0191713638238457,-0.042473495240877,0.634648355389155,-0.000399006789250553,-0.000124334555664458,0.00105277786499168
660,-2021.34088760718,42415.8736589626,2.01564282723258e-05,-3.06032078136594,-0.145842769666907,-5.06365356555677e-08,-0.0196284835406448,-0.0439986197328145,0.638306864109718,-0.000404736064941372,-0.000127596721309706,5.20769847888869e-05,-2021.33467987838,42415.865826015,0,-3.06031303310544,-0.145836629561314,0,-0.0196284835406448,-0.0439986197328145,0.638306864109718,-0.000404736064941372,-0.000127596721309706,0.00105207698478889
670,-2051.94357193708,42414.4041863743,1.96190223556368e-05,-3.06021469344216,-0.14805083335992,-5.68710885763388e-08,-0.0200851554050882,-0.0455568785611757,0.641973296505201,-0.000410448014693968,-0.00013089497767467,5.13599708917703e-05,-2051.93728143621,42414.3964197376,0,-3.06020701294912,-0.148044613155317,0,-0.0200851554050882,-0.0455568785611757,0.641973296505201,-0.000410448014693968,-0.00013089497767467,0.00105135997089177
680,-2082.54518737026,42412.9126334779,1.90184787325435e-05,-3.06010701166482,-0.150258819208179,-6.32639714870037e-08,-0.0205410820810733,-0.0471485877394252,0.64564761109838,-0.000416142457699636,-0.000134229033932449,5.06266224715844e-05,-2082.53881482724,42412.9049340088,0,-3.06009939975627,-0.150252519677698,0,-0.0205410820810733,-0.0471485877394252,0.64564761109838,-0.000416142457699636,-0.000134229033932449,0.00105062662247158
690,-2113.14571796791,42411.3990010581,1.83532172519462e-05,-3.05999773609992,-0.15246672605501,-6.98145561344241e-08,-0.0209959624650777,-0.048774064235183,0.649329763766589,-0.000421819216241552,-0.000137598594910147,4.98767380629707e-05,-2113.1392641214,42411.3913696048,0,-3.05999019358292,-0.152460347979099,0,-0.0209959624650777,-0.048774064235183,0.649329763766589,-0.000421819216241552,-0.000137598594910147,0.00104987673806297
700,-2143.74514779187,42409.8632899112,1.76216639988629e-05,-3.05988686681427,-0.154674552743942,-7.6522223669888e-08,-0.0214494916502186,-0.0504336259745914,0.653019707680043,-0.000427478115745807,-0.000141003361108923,4.91101156299605e-05,-2143.73861338916,42409.8557273138,0,-3.05987939448593,-0.154668096910202,0,-0.0214494916502186,-0.0504336259745914,0.653019707680043,-0.000427478115745807,-0.000141003361108923,0.00104911011562996
710,-2174.34346090467,42408.3055008453,1.68222511967664e-05,-3.05977440387556,-0.156882298118705,-8.33863653697318e-08,-0.0219013608895817,-0.0521275918464724,0.656717393238674,-0.000433118984831851,-0.000144443028725111,4.8326552632173e-05,-2174.33684670157,42408.298007935,0,-3.05976700252298,-0.15687576532173,0,-0.0219013608895817,-0.0521275918464724,0.656717393238674,-0.000433118984831851,-0.000144443028725111,0.00104832655263217
720,-2204.94064136953,42406.7256346796,1.59534171028035e-05,-3.05966034735233,-0.15908996102323,-9.04063833385003e-08,-0.022351257558808,-0.0538562817062448,0.66042276800744,-0.000438741655362335,-0.000147917289672386,4.7525846091181e-05,-2204.93394813026,42406.7182122796,0,-3.05965301775259,-0.15908335206445,0,-0.022351257558808,-0.0538562817062448,0.66042276800744,-0.000438741655362335,-0.000147917289672386,0.00104752584609118
730,-2235.53667325036,42405.1236922454,1.50136058960734e-05,-3.05954469731395,-0.161297540301649,-9.75816911936843e-08,-0.0227988651179238,-0.0556200163795741,0.664135776650085,-0.000444345962492325,-0.000151425831605005,4.67077926570148e-05,-2235.52990174746,42405.1163411698,0,-3.0595374402341,-0.161290855989168,0,-0.0227988651179238,-0.0556200163795741,0.664135776650085,-0.000444345962492325,-0.000151425831605005,0.00104670779265701
740,-2266.13154061176,42403.4996743851,1.40012675591551e-05,-3.05942745383063,-0.16350503479829,-1.04911714731062e-07,-0.0232438630724043,-0.0574191176657244,0.667856360861289,-0.000449931744717854,-0.000154968337942111,4.58721886747735e-05,-2266.12469162598,42403.4923954397,0,-3.05942027002769,-0.163498275946737,0,-0.0232438630724043,-0.0574191176657244,0.667856360861289,-0.000449931744717854,-0.000154968337942111,0.00104587218867477
750,-2296.72522751908,42401.8535819529,1.29148577530819e-05,-3.05930861697345,-0.165712443357681,-1.12395892569758e-07,-0.0236859269334557,-0.0592539083405808,0.671584459297184,-0.000455498843923794,-0.000158544487893112,4.50188302513149e-05,-2296.71830183925,42401.8463759346,0,-3.05930150719435,-0.165705610788051,0,-0.0236859269334557,-0.0592539083405808,0.671584459297184,-0.000455498843923794,-0.000158544487893112,0.00104501883025131
760,-2327.31771803835,42400.1854158146,1.17528376859712e-05,-3.05918818681428,-0.167919764824545,-1.20033676776033e-07,-0.0241247281775069,-0.0611247121593092,0.675320007504188,-0.000461047105431027,-0.000162153956484129,4.41475133219929e-05,-2327.31071646132,42400.1782835115,0,-3.05918115179591,-0.16791285936405,0,-0.0241247281775069,-0.0611247121593092,0.675320007504188,-0.000461047105431027,-0.000162153956484129,0.00104414751332199
770,-2357.90899623635,42398.4951768475,1.05136739755257e-05,-3.05906616342586,-0.1701269980438,-1.27824533464842e-07,-0.0245599342048969,-0.0630318538586192,0.679062937846123,-0.000466576378042883,-0.00016579641458552,4.32580337174141e-05,-2357.90191956683,42398.4881190387,0,-3.05905920389504,-0.170120020525718,0,-0.0245599342048969,-0.0630318538586192,0.679062937846123,-0.000466576378042883,-0.00016579641458552,0.00104325803371741
780,-2388.49904618061,42396.7828659403,9.19583850563455e-06,-3.05894254688172,-0.172334141860556,-1.35767943378431e-07,-0.0249912082977491,-0.0649756591585954,0.682813179429561,-0.000472086514090828,-0.000169471528940483,4.23501872301807e-05,-2388.49189523109,42396.7758833962,0,-3.05893566355523,-0.172327093124084,0,-0.0249912082977491,-0.0649756591585954,0.682813179429561,-0.000472086514090828,-0.000169471528940483,0.00104235018723018
790,-2419.08785193937,42395.0484839935,7.797808277307e-06,-3.05881733725626,-0.174541195120115,-1.43863402440914e-07,-0.0254182095770192,-0.0669564547640571,0.686570658027369,-0.000477577369479369,-0.000173178962194726,4.14237696815932e-05,-2419.08062753002,42395.0415774752,0,-3.05881053084078,-0.174534076010224,0,-0.0254182095770192,-0.0669564547640571,0.686570658027369,-0.000477577369479369,-0.000173178962194726,0.00104142376968159
800,-2449.67539758166,42393.292031919,6.31806525418366e-06,-3.05869053462465,-0.176748156667969,-1.52110422288098e-07,-0.0258405929587094,-0.0689745683654101,0.690335296000402,-0.000483048803730164,-0.000176918372927215,4.04785769882789e-05,-2449.66810054021,42393.2852021788,0,-3.05868380581686,-0.176740968035261,0,-0.0258405929587094,-0.0689745683654101,0.690335296000402,-0.000483048803730164,-0.000176918372927215,0.00104047857698828
810,-2480.26166717726,42391.5135106402,4.75509620287738e-06,-3.05856213906293,-0.178955025349796,-1.60508530771556e-07,-0.026258009109236,-0.0710303286389494,0.694107012217297,-0.0004885006800253,-0.00018068941568199,3.9514405228719e-05,-2480.25429833888,42391.5067584212,0,-3.05855548854942,-0.178947768050364,0,-0.026258009109236,-0.0710303286389494,0.694107012217297,-0.0004885006800253,-0.00018068941568199,0.00103951440522872
820,-2510.84664479671,42389.7129210923,3.10739252840488e-06,-3.05843215064791,-0.181161800011461,-1.69057272436273e-07,-0.0266701043999436,-0.0731240652465685,0.697885721972331,-0.000493932865249725,-0.000184491741001053,3.85310507096434e-05,-2510.83920500394,42389.7062471283,0,-3.05842557910529,-0.181154474906752,0,-0.0266701043999436,-0.0731240652465685,0.697885721972331,-0.000493932865249725,-0.000184491741001053,0.00103853105070964
830,-2541.43031451135,42387.8902642218,1.37345010497836e-06,-3.05830056945725,-0.183368479499012,-1.77756208970895e-07,-0.0270765208607554,-0.0752561088348348,0.701671336901281,-0.00049934523003281,-0.000188324995458314,3.75283100322619e-05,-2541.42280461395,42387.8836692375,0,-3.05829407755208,-0.18336108745569,0,-0.0270765208607554,-0.0752561088348348,0.701671336901281,-0.00049934523003281,-0.000188324995458314,0.00103752831003226
840,-2572.01266039328,42386.0455409868,-4.4823089756617e-07,-3.0581673955694,-0.185575062658678,-1.86604919629992e-07,-0.0274768961329517,-0.0774267910333819,0.705463764895259,-0.000504737648789003,-0.0001921888216946,3.65059801583038e-05,-2572.00508124818,42386.0390256974,0,-3.05816098395827,-0.185567604548494,0,-0.0274768961329517,-0.0774267910333819,0.705463764895259,-0.000504737648789003,-0.0001921888216946,0.0010365059801583
850,-2602.59366651543,42384.178752357,-2.35914619141863e-06,-3.05803262906361,-0.187781548336869,-1.95603001627281e-07,-0.0278708634210694,-0.079636444452574,0.709262910012451,-0.000510109999757576,-0.000196082858453718,3.54638584758347e-05,-2602.58601898655,42384.1723174685,0,-3.05802629839314,-0.187774025036528,0,-0.0278708634210694,-0.079636444452574,0.709262910012451,-0.000510109999757576,-0.000196082858453718,0.00103546385847583
860,-2633.17331695149,42382.2898993137,-4.36078755223006e-06,-3.05789627001995,-0.189987935380169,-2.04750070499361e-07,-0.0282580514439145,-0.0818854026803907,0.713068672387732,-0.000515462165041425,-0.000200006740619566,3.44017428648218e-05,-2633.1656019097,42382.2835455225,0,-3.05789002092682,-0.189980347771209,0,-0.0282580514439145,-0.0818854026803907,0.713068672387732,-0.000515462165041425,-0.000200006740619566,0.00103440174286482
870,-2663.75159577601,42380.3789828494,-6.45464300403373e-06,-3.0577583185193,-0.192194222635338,-2.14045760439064e-07,-0.0286380843846819,-0.0841740002784818,0.716880948140085,-0.000520794030644902,-0.000203960099254275,3.33194317624171e-05,-2663.74381409898,42380.3727108427,0,-3.05775215163025,-0.192186571604002,0,-0.0286380843846819,-0.0841740002784818,0.716880948140085,-0.000520794030644902,-0.000203960099254275,0.00103331943176242
880,-2694.32848706433,42378.4460039686,-8.64219700734502e-06,-3.05761877464332,-0.194400408949309,-2.2348972459774e-07,-0.0290105818401765,-0.0865025727773383,0.720699629277793,-0.000526105486510659,-0.000207942561637401,3.22167242279298e-05,-2694.32063963645,42378.4398144239,0,-3.0576126905752,-0.194392695386425,0,-0.0290105818401765,-0.0865025727773383,0.720699629277793,-0.000526105486510659,-0.000207942561637401,0.00103221672422793
890,-2724.90397489261,42376.4909636871,-1.09249306501259e-05,-3.05747763847448,-0.196606493169183,-2.33081635355756e-07,-0.0293751587691302,-0.0888714566705244,0.724524603601339,-0.000531396426555489,-0.000211953751306118,3.10934200074592e-05,-2724.89606260487,42376.4848572724,0,-3.05747163783429,-0.196598717970048,0,-0.0293751587691302,-0.0888714566705244,0.724524603601339,-0.000531396426555489,-0.000211953751306118,0.00103109342000746
900,-2755.47804333787,42374.5138630322,-1.33043218412937e-05,-3.05733491009603,-0.198812474142228,-2.42821184560753e-07,-0.0297314254396116,-0.0912809894079118,0.728355754603968,-0.000536666748705127,-0.000215993288096441,2.99493195981577e-05,-2755.47006708776,42374.5078404057,0,-3.05732899348095,-0.198804638206493,0,-0.0297314254396116,-0.0912809894079118,0.728355754603968,-0.000536666748705127,-0.000215993288096441,0.00102994931959816
910,-2786.05067647797,42372.5147030427,-1.57818455064474e-05,-3.05719058959204,-0.201018350715877,-2.52708083732874e-07,-0.0300789873755241,-0.0937315093878567,0.732192961369843,-0.000541916354928003,-0.000220060788185445,2.87842243120973e-05,-2786.04263716936,42372.5087648532,0,-3.05718475758943,-0.201010454947437,0,-0.0300789873755241,-0.0937315093878567,0.732192961369843,-0.000541916354928003,-0.000220060788185445,0.0010287842243121
920,-2816.62185839159,42370.4934847692,-1.83589737854793e-05,-3.05704467704735,-0.203224121737724,-2.62742064236419e-07,-0.0304174453021906,-0.0962233559482577,0.736036098469769,-0.000547145151267917,-0.00022415586413447,2.75979363397095e-05,-2816.61375693467,42370.4876316556,0,-3.05703893023484,-0.203216167044608,0,-0.0304174453021906,-0.0962233559482577,0.736036098469769,-0.000547145151267917,-0.00022415586413447,0.00102759793633971
930,-2847.19157315831,42368.4502092734,-2.10371762317327e-05,-3.0568971725476,-0.205429786055522,-2.72922877417255e-07,-0.030746395091023,-0.0987568693564295,0.739885035854395,-0.000552353047875625,-0.000228278124933312,2.63902588127709e-05,-2847.18341046943,42368.444441865,0,-3.05689151149309,-0.205421773349792,0,-0.030746395091023,-0.0987568693564295,0.739885035854395,-0.000552353047875625,-0.000228278124933312,0.00102639025881277
940,-2877.75980485856,42366.384877629,-2.38179200123605e-05,-3.05674807617922,-0.20763534251718,-2.83250294705727e-07,-0.0310654277032764,-0.101332390797725,0.743739638744858,-0.000557539959039302,-0.000232427176045373,2.51609958669075e-05,-2877.75158186016,42366.379196545,0,-3.05674250144093,-0.207627272714826,0,-0.0310654277032764,-0.101332390797725,0.743739638744858,-0.000557539959039302,-0.000232427176045373,0.00102516099586691
950,-2908.32653757364,42364.2974909209,-2.67026701095387e-05,-3.05659738802941,-0.209840789970761,-2.93724107684338e-07,-0.0313741291328881,-0.103950262362835,0.747599767520818,-0.000562705803213878,-0.000236602619453764,2.39099527035896e-05,-2908.31825519414,42364.291896771,0,-3.05659190015593,-0.209832663991607,0,-0.0313741291328881,-0.103950262362835,0.747599767520818,-0.000562705803213878,-0.000236602619453764,0.00102390995270359
960,-2938.89175538573,42362.1880502455,-2.96928895221773e-05,-3.05644510818619,-0.212046127264476,-3.04344128119799e-07,-0.0316720803484043,-0.106610827033698,0.751465277605796,-0.000567850503049209,-0.000240804053708344,2.26369356515904e-05,-2938.88341455943,42362.1825436293,0,-3.0564397077165,-0.212037946032085,0,-0.0316720803484043,-0.106610827033698,0.751465277605796,-0.000567850503049209,-0.000240804053708344,0.00102263693565159
970,-2969.45544237794,42360.056556711,-3.27900394677726e-05,-3.05629123673834,-0.214251353246686,-3.15110187958949e-07,-0.0319588572339957,-0.109314428667939,0.755336019349792,-0.000572973985417089,-0.000245031073973673,2.13417522278816e-05,-2969.44704404489,42360.0511382183,0,-3.05628592420187,-0.214243117688269,0,-0.0319588572339957,-0.109314428667939,0.755336019349792,-0.000572973985417089,-0.000245031073973673,0.00102134175222788
980,-3000.01758263422,42357.9030114369,-3.59955795840371e-05,-3.05613577377541,-0.216456466765895,-3.26022139288324e-07,-0.0322340305295681,-0.112061411981763,0.759211837909097,-0.000578076181437057,-0.000249283272077881,2.00242111979405e-05,-3000.00912774015,42357.8976816473,0,-3.05613054969211,-0.216448177812223,0,-0.0322340305295681,-0.112061411981763,0.759211837909097,-0.000578076181437057,-0.000249283272077881,0.00102002421119794
990,-3030.57816023946,42355.7274155542,-3.93109681299401e-05,-3.05597871938777,-0.218661466670747,-3.37079854256774e-07,-0.0324971657699726,-0.114852122531222,0.763092573123249,-0.000583157026500996,-0.000253560236562408,1.86841226354412e-05,-3030.56964973568,42355.7221750376,0,-3.0559735842681,-0.218653125256072,0,-0.0324971657699726,-0.114852122531222,0.763092573123249,-0.000583157026500996,-0.000253560236562408,0.00101868412263544
1000,-3061.13715927948,42353.5297702055,-4.27376621857903e-05,-3.05582007366655,-0.220866351810028,-3.48283224961141e-07,-0.0327478232233221,-0.117686906691772,0.766978059389072,-0.000588216460296515,-0.000257861552732617,1.73212979813062e-05,-3061.12859412274,42353.5246195217,0,-3.05581502801155,-0.220857958871998,0,-0.0327478232233221,-0.117686906691772,0.766978059389072,-0.000588216460296515,-0.000257861552732617,0.0010173212979813
1010,-3091.69456384098,42351.310076545,-4.62771178519861e-05,-3.05565983670365,-0.223071121032656,-3.59632163294043e-07,-0.0329855578284244,-0.120566111636037,0.770868125531729,-0.000593254426829071,-0.000262186802709262,1.59355501020935e-05,-3091.68594499341,42351.3050162434,0,-3.05565488100503,-0.223062677512243,0,-0.0329855578284244,-0.120566111636037,0.770868125531729,-0.000593254426829071,-0.000262186802709262,0.00101593555010209
